date,type,address,city,zip,price,beds,baths,neighborhood,sqft,lotsize,year,hoa,url,mls,latitude,longitude,dist
October-31-2022,singlefamily,319 Washington St,Cambridge,2139,1235000,4,2,Cambridge,1814,2305,1828,NA,https://www.redfin.com/MA/Cambridge/319-Washington-St-02139/home/11555896,73033194,42.3653911,-71.0983667,1.927373885
September-11-2023,singlefamily,97 Winter St,Cambridge,2141,675000,2,1,East Cambridge,1020,1650,1840,NA,https://www.redfin.com/MA/Cambridge/97-Winter-St-02141/home/11551875,73141002,42.3729073,-71.0824969,3.002987005
April-6-2023,singlefamily,99 Garden St,Cambridge,2138,2900000,2,2.5,Cambridge,2050,5265,1842,NA,https://www.redfin.com/MA/Cambridge/99-Garden-St-02138/home/11584774,73085533,42.3838284,-71.1285781,1.384491489
April-25-2023,condo,100 Otis St Unit 2 PH,Cambridge,2141,1365000,2,2,East Cambridge,1424,NA,1849,200,https://www.redfin.com/MA/Cambridge/100-Otis-St-02141/unit-2-PH/home/184690197,73086793,42.3704989,-71.0826249,3.011379876
September-5-2023,condo,24 Kensington Ave #1,Somerville,2145,960000,4,3,East Somerville,1784,NA,1850,279,https://www.redfin.com/MA/Somerville/24-Kensington-Ave-02145/unit-1/home/180003330,73131954,42.3902816,-71.086802,3.233896686
December-13-2022,singlefamily,8 Foster Pl,Cambridge,2138,2000000,2,2.5,Cambridge,1433,2099,1854,NA,https://www.redfin.com/MA/Cambridge/8-Foster-Pl-02138/home/11587185,73047133,42.3762893,-71.1292591,0.895220763
July-14-2023,condo,184-186 Otis St #1,Cambridge,2141,760000,2,2,East Cambridge,1202,NA,1854,167,https://www.redfin.com/MA/Cambridge/184-186-Otis-St-02141/unit-1/home/11597904,73122519,42.370999,-71.0868179,2.662470707
June-12-2023,townhouse,74 Amory St #74,Cambridge,2139,1500000,2,2,Mid Cambridge,1484,NA,1854,375,https://www.redfin.com/MA/Cambridge/74-Amory-St-02139/unit-74/home/21925063,73102352,42.3710785,-71.1009299,1.512373763
June-22-2023,condo,149 Cherry St #1,Cambridge,2139,800000,2,1,Kendall Square,904,NA,1854,150,https://www.redfin.com/MA/Cambridge/149-Cherry-St-02139/unit-1/home/39658875,73106650,42.3659515,-71.0968599,2.010118047
June-30-2023,condo,327-329 Hurley St #2,Cambridge,2141,1180800,3,2.5,Cambridge,1303,NA,1854,250,https://www.redfin.com/MA/Cambridge/327-329-Hurley-St-02141/unit-2/home/113814613,73118271,42.3689159,-71.0847387,2.865562284
June-5-2023,singlefamily,82 Fifth St,Cambridge,2141,1160000,2,2,East Cambridge,1462,1048,1854,NA,https://www.redfin.com/MA/Cambridge/82-5th-St-02141/Rear/home/135117560,73100828,42.3703966,-71.0830062,2.981573219
November-15-2022,multifamily,127 Western Ave,Cambridge,2139,2300000,6,3,Riverside,6115,5089,1854,NA,https://www.redfin.com/MA/Cambridge/127-Western-Ave-02139/home/11568236,73026996,42.3651718,-71.1083502,1.28352733
October-13-2022,multifamily,35 Market St,Cambridge,2139,1600000,3,4,Area 4-The Port,2627,3060,1854,NA,https://www.redfin.com/MA/Cambridge/35-Market-St-02139/home/11556169,73021743,42.3683745,-71.0958547,1.990424241
January-5-2023,singlefamily,49 Dana St,Cambridge,2138,2405000,5,4.5,Mid-Cambridge,3312,4968,1859,NA,https://www.redfin.com/MA/Cambridge/49-Dana-St-02138/home/11571347,73047105,42.3722017,-71.1089458,0.841381026
April-13-2023,singlefamily,197 Morrison Ave,Somerville,2144,1730000,2,1.5,Davis Square,1889,5763,1860,NA,https://www.redfin.com/MA/Somerville/197-Morrison-Ave-02144/home/8743035,73087289,42.3975629,-71.1192774,2.667635337
February-15-2023,condo,28 River St #2,Cambridge,2139,849000,2,1,Cambridge,937,NA,1860,212,https://www.redfin.com/MA/Cambridge/28-River-St-02139/unit-2/home/17246377,73069858,42.3646909,-71.1058329,1.468438257
February-17-2023,condo,18 Whitney Ave #1,Cambridge,2139,573000,1,1,Cambridgeport,866,NA,1860,248,https://www.redfin.com/MA/Cambridge/18-Whitney-Ave-02139/unit-1/home/11377336,73067006,42.3593916,-71.1123419,1.673789428
June-8-2023,singlefamily,42 Spring St,Somerville,2143,1930000,3,1.5,Spring Hill,2333,8276,1860,NA,https://www.redfin.com/MA/Somerville/42-Spring-St-02143/home/11795575,73106959,42.3860982,-71.1088097,1.62415184
September-21-2023,condo,28 River #3,Cambridge,2139,864500,2,1,Central Square,832,NA,1860,212,https://www.redfin.com/MA/Cambridge/28-River-St-02139/unit-3/home/28439597,73143185,42.3646909,-71.1058329,1.468438257
September-5-2023,singlefamily,36 Clyde St,Somerville,2145,775000,2,1,Magoun Square,950,1700,1860,NA,https://www.redfin.com/MA/Somerville/36-Clyde-St-02145/home/8704023,73145945,42.3946293,-71.1086126,2.49191565
August-11-2023,singlefamily,3 Amory Pl,Cambridge,2139,1750000,3,2,Mid Cambridge,1468,2624,1870,NA,https://www.redfin.com/MA/Cambridge/3-Amory-Pl-02139/home/11562823,73132862,42.3705799,-71.1020416,1.434625233
August-2-2023,singlefamily,81 Partridge Ave,Somerville,2145,908500,3,1.5,Magoun Square,1173,3010,1870,NA,https://www.redfin.com/MA/Somerville/81-Partridge-Ave-02145/home/8709065,73109374,42.3957334,-71.1021762,2.82565024
December-19-2022,multifamily,88 Glen St,Somerville,2145,1105000,6,3,Somerville,3205,3750,1870,NA,https://www.redfin.com/MA/Somerville/88-Glen-St-02145/home/8748185,73047017,42.3847462,-71.0861056,2.975968583
July-20-2023,singlefamily,50 Sargent Ave,Somerville,2145,1000000,4,2.5,Somerville,2410,2867,1870,NA,https://www.redfin.com/MA/Somerville/50-Sargent-Ave-02145/home/8727387,73125089,42.390036,-71.0923435,2.855190834
June-26-2023,condo,26 Parker St #2,Boston,2129,535000,2,1,Boston,610,NA,1870,180,https://www.redfin.com/MA/Charlestown/26-Parker-St-02129/unit-2/home/175267499,73112043,42.3830057,-71.0789281,3.457573828
October-13-2022,condo,9 Monmouth St #3,Somerville,2143,1300000,3,2,Somerville,1690,NA,1870,265,https://www.redfin.com/MA/Somerville/9-Monmouth-St-02143/unit-3/home/8712261,73033436,42.3856237,-71.1059906,1.713456532
October-13-2022,townhouse,19 Centre St #6,Cambridge,2139,1730000,3,2.5,Mid Cambridge,1928,NA,1870,794,https://www.redfin.com/MA/Cambridge/19-Centre-St-02139/unit-6/home/11565418,73034177,42.3701099,-71.1090851,0.903241826
October-27-2022,singlefamily,26 Wallace St,Somerville,2144,1475000,3,2.5,Davis Square,1967,2826,1870,NA,https://www.redfin.com/MA/Somerville/26-Wallace-St-02144/home/8691934,73042315,42.3987847,-71.123148,2.824217171
October-3-2022,singlefamily,27 Inman St,Cambridge,2139,2700000,4,3,Cambridge,3149,4528,1870,NA,https://www.redfin.com/MA/Cambridge/27-Inman-St-02139/home/11566832,73030952,42.3680648,-71.1044893,1.343083411
September-8-2023,condo,22 Bigelow St Unit 3B,Cambridge,2139,770000,1,1,Mid Cambridge,840,NA,1870,689,https://www.redfin.com/MA/Cambridge/22-Bigelow-St-02139/unit-3B/home/11566684,73146353,42.3682615,-71.1049146,1.301961048
July-12-2023,townhouse,35 Linnaean St #35,Cambridge,2138,3260000,3,2.5,Avon Hill,2450,NA,1871,1300,https://www.redfin.com/MA/Cambridge/35-Linnaean-St-02138/unit-35/home/185307678,73106276,42.3838613,-71.1231072,1.191167991
May-2-2023,singlefamily,15 Magazine St,Cambridge,2139,1810000,5,3.5,Cambridgeport,3228,1651,1871,NA,https://www.redfin.com/MA/Cambridge/15-Magazine-St-02139/home/11561685,73084855,42.3642741,-71.1056584,1.510560278
April-28-2023,condo,32 Avon Hill St Unit A,Cambridge,2140,2450000,4,2.5,Avon Hill,3026,NA,1872,NA,https://www.redfin.com/MA/Cambridge/32-Avon-Hill-St-02140/unit-A/home/11585266,73084755,42.3844116,-71.1239421,1.270304185
April-10-2023,townhouse,249 Mount Auburn St #1,Cambridge,2138,1790000,3,2,Cambridge,1723,NA,1873,154,https://www.redfin.com/MA/Cambridge/249-Mount-Auburn-St-02138/unit-1/home/184442256,73081076,42.3749723,-71.1313206,1.024674759
April-21-2023,singlefamily,340 Norfolk St,Cambridge,2140,882500,2,1,Cambridge,1020,1100,1873,NA,https://www.redfin.com/MA/Cambridge/340-Norfolk-St-02139/home/11557564,73087993,42.37253,-71.0964465,1.858614865
December-30-2022,townhouse,6 Jay St #6,Cambridge,2139,1775000,4,2.5,Cambridge,2385,NA,1873,200,https://www.redfin.com/MA/Cambridge/6-Jay-St-02139/unit-6/home/101679363,73052379,42.3641488,-71.1095967,1.305768614
July-14-2023,condo,12 Fayette St #1,Cambridge,2139,4900000,5,4.5,Mid Cambridge,4540,NA,1873,200,https://www.redfin.com/MA/Cambridge/12-Fayette-St-02139/unit-1/home/185310218,73106618,42.3715284,-71.1038487,1.267209142
June-7-2023,condo,10 6th St #1,Cambridge,2141,653000,2,1,Cambridge,790,NA,1873,146,https://www.redfin.com/MA/Cambridge/10-6th-St-02141/unit-1/home/11598812,73107036,42.3719722,-71.0845272,2.840832159
May-21-2023,condo,43 Jefferson St #3,Cambridge,2141,730000,2,1,Cambridge,908,NA,1873,191,https://www.redfin.com/MA/Cambridge/43-Jefferson-St-02141/unit-3/home/12173540,73091981,42.3733068,-71.0901211,2.375203107
November-10-2022,singlefamily,76 6th St,Cambridge,2141,1075000,3,3,Cambridge,1176,1007,1873,NA,https://www.redfin.com/MA/Cambridge/76-6th-St-02141/home/11552786,73036378,42.3691364,-71.0852032,2.823579587
November-3-2022,singlefamily,11 Foster St,Cambridge,2138,1875000,3,2,Half Crown-Marsh,1642,2016,1873,NA,https://www.redfin.com/MA/Cambridge/11-Foster-St-02138/home/11587228,73044572,42.3757983,-71.1285236,0.820538876
November-8-2022,condo,185 Hancock St #3,Cambridge,2139,685000,1,1,Mid Cambridge,820,NA,1873,333,https://www.redfin.com/MA/Cambridge/185-Hancock-St-02139/unit-3/home/19003224,73039396,42.3712669,-71.1063776,1.07007044
November-8-2022,singlefamily,5 Pleasant Pl,Cambridge,2139,2500000,4,3,Cambridgeport,2653,3900,1873,NA,https://www.redfin.com/MA/Cambridge/5-Pleasant-Pl-02139/home/11561465,73046872,42.3634483,-71.1081103,1.441957109
October-25-2022,multifamily,261 Pearl St,Cambridge,2139,2010000,6,2,Cambridgeport,2802,4998,1873,NA,https://www.redfin.com/MA/Cambridge/261-Pearl-St-02139/home/11561076,73034377,42.3584963,-71.1097359,1.845935552
October-28-2022,condo,185 Hancock St #2,Cambridge,2139,1349000,2,2,Cambridge,1646,NA,1873,516,https://www.redfin.com/MA/Cambridge/185-Hancock-St-02139/unit-2/home/19003181,73036036,42.3712669,-71.1063776,1.07007044
September-27-2023,townhouse,6 Watson St #1,Cambridge,2139,1145000,2,2,Cambridgeport,1444,NA,1873,130,https://www.redfin.com/MA/Cambridge/6-Watson-St-02139/unit-1/home/187027930,73151855,42.3617591,-71.1040311,1.803652974
July-13-2023,condo,50 Bow St #11,Somerville,2143,1310000,3,3,Union Square,1810,NA,1874,668,https://www.redfin.com/MA/Somerville/50-Bow-St-02143/unit-11/home/8758445,73112816,42.3813463,-71.0984776,1.895180663
July-20-2023,condo,50 Bow St #6,Somerville,2143,735000,1,1,Union Square,959,NA,1874,386,https://www.redfin.com/MA/Somerville/50-Bow-St-02143/unit-6/home/8757919,73118213,42.3813463,-71.0984776,1.895180663
March-3-2023,singlefamily,16 Parker St,Boston,2129,750000,5,2,Charlestown,2583,1646,1875,NA,https://www.redfin.com/MA/Charlestown/16-Parker-St-02129/home/9054407,73038808,42.3833824,-71.0786693,3.490706588
May-18-2023,townhouse,27 Roberts Rd #27,Cambridge,2138,1375000,3,3,Mid Cambridge,1792,NA,1875,250,https://www.redfin.com/MA/Cambridge/27-Roberts-Rd-02138/unit-27/home/185091936,73098394,42.3766328,-71.1085989,0.91957279
May-26-2023,townhouse,29 Roberts Rd #29,Cambridge,2138,1260000,3,1.5,Mid Cambridge,1784,NA,1875,250,https://www.redfin.com/MA/Cambridge/29-Roberts-Rd-02138/unit-29/home/185091691,73098395,42.3766018,-71.1085318,0.923453633
December-30-2022,singlefamily,107 Ellery St,Cambridge,2138,1750000,4,2,Mid Cambridge,2641,3718,1878,NA,https://www.redfin.com/MA/Cambridge/107-Ellery-St-02138/home/11571475,73054861,42.3742934,-71.1088066,0.841837144
April-13-2023,condo,380 Harvard St #3,Cambridge,2138,1000000,2,1.5,Cambridge,1034,NA,1880,536,https://www.redfin.com/MA/Cambridge/380-Harvard-St-02138/unit-3/home/11569995,73090975,42.371462,-71.112996,0.548137724
August-30-2023,condo,118 Holworthy St #118,Cambridge,2138,2250000,4,3.5,Cambridge,2638,NA,1880,100,https://www.redfin.com/MA/Cambridge/118-Holworthy-St-02138/unit-118/home/182277980,73131977,42.3777922,-71.1509118,2.66547921
July-10-2023,condo,28 Hurlbut St #2,Cambridge,2138,1150000,2,2,Cambridge,1207,NA,1880,650,https://www.redfin.com/MA/Cambridge/28-Hurlbut-St-02138/unit-2/home/11577575,73118157,42.3842481,-71.1207548,1.194092202
July-12-2023,multifamily,134 Gore St,Cambridge,2141,955000,3,2,East Cambridge,1562,1417,1880,NA,https://www.redfin.com/MA/Cambridge/134-Gore-St-02141/home/11552177,73122582,42.3721823,-71.0841952,2.86669338
November-29-2022,condo,1 Fitchburg St Unit C300,Somerville,2143,650000,1,1.5,Brickbottom-Inner Belt,1048,NA,1880,503,https://www.redfin.com/MA/Somerville/1-Fitchburg-St-02143/unit-C300/home/8741534,73050422,42.375804,-71.0840397,2.885501045
October-28-2022,singlefamily,15 Park Ave,Somerville,2144,2030000,4,3,Davis Square,2462,2310,1880,NA,https://www.redfin.com/MA/Somerville/15-Park-Ave-02144/home/8692197,73036374,42.3982041,-71.1227731,2.756429973
September-5-2023,singlefamily,17 Lancaster St,Cambridge,2140,5100000,5,4,Cambridge,4034,4681,1883,NA,https://www.redfin.com/MA/Cambridge/17-Lancaster-St-02140/home/11577950,73138343,42.3857961,-71.1207833,1.36556019
April-13-2023,singlefamily,23 Dane Ave,Somerville,2143,1167000,2,2.5,Somerville,1091,5343,1885,NA,https://www.redfin.com/MA/Somerville/23-Dane-Ave-02143/home/8724065,73083876,42.3801376,-71.103468,1.470053656
July-18-2023,condo,52 Hanson St #1,Somerville,2143,575000,1,1,Somerville,800,NA,1885,180,https://www.redfin.com/MA/Somerville/52-Hanson-St-02143/unit-1/home/185309766,73106577,42.3791047,-71.1052453,1.28644513
July-19-2023,condo,52 Hanson St #2,Somerville,2143,700000,3,1,Somerville,1050,NA,1885,295,https://www.redfin.com/MA/Somerville/52-Hanson-St-02143/unit-2/home/185309764,73106581,42.3791047,-71.1052453,1.28644513
June-12-2023,singlefamily,19 Brewster St,Cambridge,2138,4250000,5,4.5,Harvard Square,3760,4417,1885,NA,https://www.redfin.com/MA/Cambridge/19-Brewster-St-02138/home/11588155,73103782,42.3789025,-71.1316995,1.199620359
June-2-2023,condo,24 Fellsway W #3,Somerville,2145,721000,2,2,Somerville,1214,NA,1885,306,https://www.redfin.com/MA/Somerville/24-Fellsway-W-02145/unit-3/home/8753585,73082601,42.3917074,-71.0893867,3.161073879
June-6-2023,condo,210 Summer St #2,Somerville,2143,845000,2,2,Somerville,1045,NA,1885,223,https://www.redfin.com/MA/Somerville/210-Summer-St-02143/unit-2/home/12389802,73103515,42.3878814,-71.1101528,1.748347293
October-19-2022,condo,198 Summer St #2,Somerville,2143,930000,2,2,Somerville,1309,NA,1885,280,https://www.redfin.com/MA/Somerville/198-Summer-St-02143/unit-2/home/108603186,73033016,42.3874422,-71.1093172,1.734460738
September-30-2022,singlefamily,28 Milton St,Somerville,2144,2800000,5,3.5,Somerville,2929,5528,1885,NA,https://www.redfin.com/MA/Somerville/28-Milton-St-02144/home/8697883,73025237,42.393088,-71.123232,2.197125983
April-12-2023,condo,421 Putnam Ave #1,Cambridge,2139,1535000,3,3.5,Cambridgeport,1927,NA,1886,300,https://www.redfin.com/MA/Cambridge/421-Putnam-Ave-02139/unit-1/home/184623814,73084541,42.3593982,-71.1120015,1.682466923
July-13-2023,singlefamily,29 Ellsworth Ave,Cambridge,2139,2155000,4,2.5,Mid Cambridge,2304,2292,1886,NA,https://www.redfin.com/MA/Cambridge/29-Ellsworth-Ave-02139/home/11571709,73125767,42.3741577,-71.1064855,1.031046834
July-21-2023,condo,51 Hayes St #51,Cambridge,2139,875000,2,1,Riverside,994,NA,1886,325,https://www.redfin.com/MA/Cambridge/51-Hayes-St-02139/unit-51/home/77516656,73117608,42.3666558,-71.111384,0.994938823
June-12-2023,townhouse,12 Mead St #12,Cambridge,2140,2500000,4,3.5,Cambridge,2626,NA,1886,250,https://www.redfin.com/MA/Cambridge/12-Mead-St-02140/unit-12/home/184991840,73096093,42.3897341,-71.1249644,1.861798553
June-30-2023,singlefamily,36 Nashua St,Somerville,2145,830000,3,1,Magoun Square,1331,5350,1886,NA,https://www.redfin.com/MA/Somerville/36-Nashua-St-02145/home/8703803,73108022,42.3942606,-71.1061681,2.530399724
March-27-2023,condo,419 Putnam Ave #2,Cambridge,2139,1350000,2,2.5,Cambridgeport,1428,NA,1886,300,https://www.redfin.com/MA/Cambridge/419-Putnam-Ave-02139/unit-2/home/184217828,73078280,42.3594824,-71.1119157,1.676102534
March-31-2023,condo,421 Putnam Ave #2,Cambridge,2139,1300000,2,2.5,Cambridgeport,1428,NA,1886,300,https://www.redfin.com/MA/Cambridge/421-Putnam-Ave-02139/unit-2/home/184173862,73077246,42.3593982,-71.1120015,1.682466923
May-19-2023,multifamily,35 Sciarappa St,Cambridge,2141,1460000,3,2,East Cambridge,1870,1199,1886,NA,https://www.redfin.com/MA/Cambridge/35-Sciarappa-St-02141/home/11552070,73095137,42.3717462,-71.0816188,3.081158234
November-15-2022,singlefamily,48 Brewster St,Cambridge,2138,7500000,5,5.5,Harvard Square,5240,9792,1886,NA,https://www.redfin.com/MA/Cambridge/48-Brewster-St-02138/home/11588045,73035461,42.3782716,-71.1327509,1.244665865
June-16-2023,condo,24 Dana St #4,Cambridge,2139,1015000,2,1,Mid Cambridge,1170,NA,1887,685,https://www.redfin.com/MA/Cambridge/24-Dana-St-02138/unit-4/home/185310881,73106709,42.3709841,-71.109346,0.845670217
November-18-2022,townhouse,339 Harvard St #2,Cambridge,2139,1755000,2,1.5,Mid Cambridge,1790,NA,1887,645,https://www.redfin.com/MA/Cambridge/339-Harvard-St-02139/unit-2/home/181871879,73039081,42.370898,-71.1092997,0.852580659
June-27-2023,singlefamily,143 Central St,Somerville,2145,1230000,3,2.5,Somerville,2097,1691,1889,NA,https://www.redfin.com/MA/Somerville/143-Central-St-02145/home/8750660,73113385,42.3921434,-71.1006042,2.559129368
November-30-2022,singlefamily,16 Wesley St,Somerville,2145,910000,5,1.5,Somerville,1656,2584,1889,NA,https://www.redfin.com/MA/Somerville/16-Wesley-St-02145/home/8731601,73036655,42.3876071,-71.0911402,2.771202103
April-25-2023,condo,96 Ellery St #1,Cambridge,2138,1520000,3,2.5,Harvard Square,1946,NA,1890,538,https://www.redfin.com/MA/Cambridge/96-Ellery-St-02138/unit-1/home/11597109,73091716,42.3739792,-71.1087062,0.847601565
April-25-2023,multifamily,12 Sargent Ave,Somerville,2145,1275000,5,3,Somerville,2847,5202,1890,NA,https://www.redfin.com/MA/Somerville/12-Sargent-Ave-02145/home/11795730,73086024,42.3909378,-71.0926279,2.903015932
April-27-2023,multifamily,28 Brook St,Somerville,2145,775000,4,2.5,East Somerville,2056,2301,1890,NA,https://www.redfin.com/MA/Somerville/28-Brook-St-02145/home/8736146,72918164,42.3872369,-71.0865699,3.068540132
April-5-2023,condo,172 Auburn St #2,Cambridge,2139,635000,1,1,Cambridgeport,770,NA,1890,135,https://www.redfin.com/MA/Cambridge/172-Auburn-St-02139/unit-2/home/11561853,73069777,42.3636205,-71.1054178,1.575432031
August-1-2023,condo,35 Sargent Ave #2,Somerville,2145,870000,3,2,Somerville,1550,NA,1890,163,https://www.redfin.com/MA/Somerville/35-Sargent-Ave-02145/unit-2/home/144765089,73105034,42.3902885,-71.093313,2.812937493
December-12-2022,multifamily,60 Newton St,Somerville,2143,1500000,6,3,Union Square,3600,3959,1890,NA,https://www.redfin.com/MA/Somerville/60-Newton-St-02143/home/8733547,73043962,42.3773156,-71.0964571,1.899433356
February-28-2023,condo,1 Tannery Brook Row Unit 2A,Somerville,2144,1336000,1,2,Davis Square,1346,NA,1890,419,https://www.redfin.com/MA/Somerville/1-Tannery-Brook-Row-02144/unit-2A/home/8682718,73070328,42.3979252,-71.1269666,2.78597013
January-20-2023,condo,44 Sargent Ave #2,Somerville,2145,836500,3,2,Somerville,1652,NA,1890,260,https://www.redfin.com/MA/Somerville/44-Sargent-Ave-02145/unit-2/home/40341401,73061851,42.3901773,-71.0925606,2.851660853
July-11-2023,townhouse,751 Somerville Ave #2,Somerville,2143,1020000,2,2.5,Spring Hill,1447,NA,1890,404,https://www.redfin.com/MA/Somerville/751-Somerville-Ave-02143/unit-2/home/8756233,73125086,42.3868911,-71.115409,1.508737554
July-5-2023,condo,25 Quincy St #2,Somerville,2143,1500000,4,3.5,Union Square,2280,NA,1890,225,https://www.redfin.com/MA/Somerville/25-Quincy-St-02143/unit-2/home/185233406,73103488,42.3828049,-71.1003187,1.846605017
July-6-2023,condo,25 Quincy Unit R,Somerville,2143,1475000,3,3.5,Union Square,2264,NA,1890,NA,https://www.redfin.com/MA/Somerville/25-Quincy-St-02143/unit-R/home/185441870,73112648,42.3828049,-71.1003187,1.846605017
June-1-2023,condo,298 Harvard St #1,Cambridge,2139,1500000,2,2.5,Cambridge,1614,NA,1890,704,https://www.redfin.com/MA/Cambridge/298-Harvard-St-02139/unit-1/home/28955933,73103403,42.3695178,-71.1057195,1.182975274
June-15-2023,condo,34 Bigelow St #1,Cambridge,2139,745000,2,1,Mid Cambridge,678,NA,1890,313,https://www.redfin.com/MA/Cambridge/34-Bigelow-St-02139/unit-1/home/185213788,73102440,42.3685662,-71.1047226,1.301063087
June-16-2023,multifamily,12 Linden Cir,Somerville,2143,1200000,3,3,Somerville,2550,2880,1890,NA,https://www.redfin.com/MA/Somerville/12-Linden-Cir-02143/home/8706818,73103704,42.3878989,-71.1133647,1.657825534
June-5-2023,condo,9 Lancaster St Unit 4 & 5,Cambridge,2140,978000,3,2,Porter Square,1730,NA,1890,324,https://www.redfin.com/MA/Cambridge/9-Lancaster-St-02140/unit-4/home/11578070,73109763,42.3858462,-71.1201197,1.366346579
June-9-2023,condo,62 Newton St #1,Somerville,2143,1357500,3,2.5,Union Square,2369,NA,1890,200,https://www.redfin.com/MA/Somerville/62-Newton-St-02143/unit-1/home/185705183,73123172,42.3772564,-71.0965664,1.889231686
March-24-2023,singlefamily,59 Bonair St,Somerville,2145,950000,6,3,Somerville,2245,1720,1890,NA,https://www.redfin.com/MA/Somerville/59-Bonair-St-02145/home/8731308,73014883,42.388877,-71.090061,2.924851581
March-24-2023,townhouse,50 Garden St #1,Cambridge,2138,2350000,3,2.5,Cambridge,2303,NA,1890,451,https://www.redfin.com/MA/Cambridge/50-Garden-St-02138/unit-1/home/11586609,73077298,42.3800844,-71.1253459,0.890721379
May-12-2023,condo,7 Clinton St #4,Cambridge,2139,720000,1,1,Mid Cambridge,902,NA,1890,368,https://www.redfin.com/MA/Cambridge/7-Clinton-St-02139/unit-4/home/11566122,73086456,42.3681823,-71.1064855,1.192907528
May-16-2023,townhouse,6 Gilson Ter #1,Somerville,2144,904000,2,2.5,Somerville,1483,NA,1890,315,https://www.redfin.com/MA/Somerville/6-Gilson-Ter-02143/unit-1/home/8750401,73098000,42.3881519,-71.114413,1.663243403
May-25-2023,condo,96 Ellery St #2,Cambridge,2138,1800000,3,2.5,Mid Cambridge,2077,NA,1890,696,https://www.redfin.com/MA/Cambridge/96-Ellery-St-02138/unit-2/home/11597112,73085448,42.3739792,-71.1087062,0.847601565
October-31-2022,singlefamily,78 Clarendon Ave,Somerville,2144,1100000,3,2,Teele Square,1366,2992,1890,NA,https://www.redfin.com/MA/Somerville/78-Clarendon-Ave-02144/home/8688100,73036717,42.4012816,-71.1300209,3.211970954
August-31-2023,singlefamily,23 Harrington Rd,Cambridge,2140,1725000,3,3.5,Cambridge,1920,2450,1891,NA,https://www.redfin.com/MA/Cambridge/23-Harrington-Rd-02140/home/11581356,73143688,42.3962369,-71.1313735,2.7175621
May-12-2023,singlefamily,9 Stearns St,Cambridge,2138,1825000,4,2.5,Cambridge,2125,3600,1891,NA,https://www.redfin.com/MA/Cambridge/9-Stearns-St-02138/home/11588881,73084989,42.3854613,-71.1314599,1.671296494
March-24-2023,singlefamily,55 Stearns St,Cambridge,2138,3500000,3,2.5,Cambridge,2864,5301,1892,NA,https://www.redfin.com/MA/Cambridge/55-Stearns-St-02138/home/11584421,73081063,42.3860812,-71.1298363,1.650592464
June-5-2023,condo,6 Leonard Ave #2,Cambridge,2138,1750000,3,2.5,Mid Cambridge,2180,NA,1893,252,https://www.redfin.com/MA/Cambridge/6-Leonard-Ave-02139/unit-2/home/185082883,73097965,42.3751897,-71.1059334,1.089045304
May-25-2023,condo,6 Leonard Ave #1,Cambridge,2139,1800000,3,3,Mid Cambridge,2602,NA,1893,233,https://www.redfin.com/MA/Cambridge/6-Leonard-Ave-02139/unit-1/home/185141079,73099769,42.3751897,-71.1059334,1.089045304
October-13-2022,condo,28 Highland Ave #3,Somerville,2143,655000,2,1,Somerville,907,NA,1893,280,https://www.redfin.com/MA/Somerville/28-Highland-Ave-02143/unit-3/home/11650137,73034522,42.3850585,-71.0944619,2.387169818
August-4-2023,condo,454 Green St #3,Cambridge,2139,1028000,3,1,Riverside,1459,NA,1894,383,https://www.redfin.com/MA/Cambridge/454-Green-St-02139/unit-3/home/11566978,73120684,42.3665906,-71.1075996,1.21981742
August-4-2023,multifamily,182 Thorndike St,Cambridge,2141,1250000,5,2,Cambridge,1992,1655,1894,NA,https://www.redfin.com/MA/Cambridge/182-Thorndike-St-02141/home/11553298,73126321,42.3703151,-71.0866205,2.687918827
February-24-2023,condo,161 Raymond St #1,Cambridge,2140,750000,2,1,Porter Square,1054,NA,1894,262,https://www.redfin.com/MA/Cambridge/161-Raymond-St-02140/unit-1/home/11584121,73071763,42.3882119,-71.1277907,1.779975161
January-18-2023,singlefamily,27 Hurlbut St,Cambridge,2138,2000000,5,2,Cambridge,2300,5784,1894,NA,https://www.redfin.com/MA/Cambridge/27-Hurlbut-St-02138/home/11577508,73056335,42.3839803,-71.1210154,1.167354118
June-20-2023,condo,592 Putnam Ave #1,Cambridge,2139,1090000,2,1.5,Cambridge,1252,NA,1894,312,https://www.redfin.com/MA/Cambridge/592-Putnam-Ave-02139/unit-1/home/138382847,73110116,42.3568983,-71.1069944,2.105182812
June-26-2023,condo,34 Prentiss Unit 34R,Cambridge,2140,2400000,2,3,Agassiz,1700,NA,1894,200,https://www.redfin.com/MA/Cambridge/34-Prentiss-St-02140/unit-34R/home/185436875,73112210,42.3842823,-71.1171483,1.198857502
March-31-2023,multifamily,315-317 Pearl St,Cambridge,2139,4125000,7,7,Cambridge,4552,4419,1894,NA,https://www.redfin.com/MA/Cambridge/315-Pearl-St-02139/home/11560208,73090218,42.3570597,-71.1112081,1.94960534
September-1-2023,townhouse,122 Webster Ave #122,Cambridge,2141,911000,2,2,Cambridge,980,NA,1894,283,https://www.redfin.com/MA/Cambridge/122-Webster-Ave-02141/unit-122/home/113231026,73122598,42.3695326,-71.0933543,2.157199258
April-19-2023,townhouse,41 Shea Rd #41,Cambridge,2140,1626000,4,2.5,Cambridge,1615,NA,1895,300,https://www.redfin.com/MA/Cambridge/41-Shea-Rd-02140/unit-41/home/12376025,73086325,42.3971355,-71.127612,2.713965636
